block,transect,year,visit,code,common.name,genus,species,quadrant,distance
3,36,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,36,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,36,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,36,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
3,36,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,36,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
3,36,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,36,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,37,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,37,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,37,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,37,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,37,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,37,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,37,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,37,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,37,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,37,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,37,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,37,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,25
3,37,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,38,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,38,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,38,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,25
3,38,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,38,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
3,38,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,38,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,38,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
3,38,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,38,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,75
3,38,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,39,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
3,39,2010,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,75
3,39,2010,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,50
3,39,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,39,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
3,39,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
3,39,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,39,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,39,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,39,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,39,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
3,39,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,39,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
3,39,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,39,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
3,39,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,39,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
3,39,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,39,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,40,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
3,40,2010,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
3,40,2010,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,50
3,40,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,40,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,40,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
3,40,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,40,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,40,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,40,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,40,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,40,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,25
3,40,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
3,40,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,40,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
3,40,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,40,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,41,2010,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,75
3,41,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,41,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,41,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,25
3,41,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,41,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,41,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,41,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,25
3,41,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,41,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,41,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
3,41,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
3,41,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,41,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,41,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
3,41,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,50
3,41,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
3,42,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
3,42,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
3,42,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
3,42,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,42,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,42,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,25
3,42,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,42,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
3,42,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
3,42,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,42,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,43,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,43,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,43,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,43,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,43,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,43,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
3,43,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,43,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,43,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,44,2010,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,1,75
3,44,2010,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,50
3,44,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,44,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,44,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,25
3,44,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,44,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,44,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,44,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,1,150
3,44,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
3,44,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,44,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,75
3,45,2010,1,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,50
3,45,2010,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,4,75
3,45,2010,3,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,3,50
3,45,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,45,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,45,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
3,45,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,45,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,45,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,45,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,45,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,45,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,45,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,45,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,45,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,45,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,46,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,46,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,46,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,46,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,46,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
3,46,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
3,46,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,46,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,46,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
3,46,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
3,46,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,46,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
3,46,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,46,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,47,2010,3,B-EMPD,Empidonax Flycatcher,NA,NA,3,50
3,47,2010,3,B-EMPD,Empidonax Flycatcher,NA,NA,4,75
3,47,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,47,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,47,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
3,47,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,75
3,47,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,75
3,48,2010,2,B-SASP,Savannah Sparrow,Passerculus,sandwichensis,2,75
3,48,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
3,48,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
3,48,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
3,48,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
3,48,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
3,48,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,25
3,48,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
3,48,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
3,48,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
3,48,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
3,48,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,25
3,48,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
3,48,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
3,48,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,48,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
3,48,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
3,48,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
3,48,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
4,49,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,49,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
4,49,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,49,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,49,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,100
4,49,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,49,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,49,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
4,49,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,49,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,49,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,49,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
4,49,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
4,49,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
4,49,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
4,50,2010,1,B-CCSP,Clay-colored Sparrow,Spizella,pallida,2,50
4,50,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,50,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
4,50,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,25
4,50,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
4,50,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,50,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,25
4,50,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,50,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,50,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,25
4,50,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,50,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,50,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,50,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,50,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,50,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,50,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,1,100
4,50,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
4,51,2010,2,B-CCSP,Clay-colored Sparrow,Spizella,pallida,3,75
4,51,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,51,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,51,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,2,50
4,51,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,51,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
4,51,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,2,75
4,51,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,51,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
4,51,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,51,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,51,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,51,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,25
4,51,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,51,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,51,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,51,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
4,51,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
4,51,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,2,150
4,52,2010,2,B-CCSP,Clay-colored Sparrow,Spizella,pallida,3,100
4,52,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,52,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,2,100
4,52,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,52,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,2,50
4,52,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,52,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,52,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
4,52,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
4,52,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,52,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,52,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
4,52,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
4,53,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,2,50
4,53,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
4,53,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,53,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
4,53,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,53,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,53,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,53,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,53,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,53,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,53,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
4,53,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,53,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,53,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,53,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,75
4,54,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,2,25
4,54,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
4,54,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,54,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,2,50
4,54,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,54,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,54,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,54,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
4,54,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,54,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,54,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,54,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,54,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,54,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,54,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,54,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,2,100
4,54,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,55,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,55,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,55,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,4,50
4,55,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,55,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,50
4,55,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,55,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,25
4,55,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,55,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,55,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
4,56,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,56,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,56,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,56,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,56,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,56,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,56,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,56,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,56,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,56,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,56,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,56,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,56,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,57,2010,3,B-CCSP,Clay-colored Sparrow,Spizella,pallida,4,100
4,57,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,57,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,57,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,57,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,57,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,57,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,75
4,57,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
4,57,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,100
4,57,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,57,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,150
4,57,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,150
4,57,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,57,2010,3,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
4,58,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,58,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,2,100
4,58,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,3,75
4,58,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,58,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,58,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
4,58,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,58,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,50
4,58,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,58,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,25
4,58,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,25
4,58,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
4,59,2010,1,B-CCSP,Clay-colored Sparrow,Spizella,pallida,3,75
4,59,2010,2,B-CCSP,Clay-colored Sparrow,Spizella,pallida,3,100
4,59,2010,3,B-CCSP,Clay-colored Sparrow,Spizella,pallida,3,100
4,59,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,59,2010,2,B-CHSP,Chipping Sparrow,Spizella,passerina,3,50
4,59,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,4,75
4,59,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,75
4,59,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,100
4,59,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,100
4,59,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,3,75
4,59,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,59,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,100
4,59,2010,3,B-VESP,Vesper Sparrow,Pooecetes,gramineus,4,50
4,59,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,3,100
4,59,2010,1,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
4,59,2010,2,B-WEME,Western Meadowlark,Sturnella,neglecta,4,100
4,60,2010,1,B-CHSP,Chipping Sparrow,Spizella,passerina,1,75
4,60,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,1,50
4,60,2010,3,B-CHSP,Chipping Sparrow,Spizella,passerina,2,75
4,60,2010,2,B-MOBL,Mountain Bluebird,Sailia,currucoides,1,25
4,60,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
4,60,2010,1,B-VESP,Vesper Sparrow,Pooecetes,gramineus,2,50
4,60,2010,2,B-VESP,Vesper Sparrow,Pooecetes,gramineus,1,75
